,age,Years_Enrolled,Qualification,family,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
256,66,10,2,0,40737.0,1,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
257,44,11,1,0,15287.0,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1
258,55,10,2,0,69674.0,1,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0
259,53,9,2,1,44159.0,0,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0
260,45,11,2,1,37717.0,1,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
261,71,10,2,1,43776.0,1,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1
262,57,10,2,1,38179.0,1,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0
263,60,9,1,0,80124.0,1,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0
264,53,11,2,1,38097.0,0,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1
265,53,10,1,0,72940.0,1,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0
266,53,10,1,1,22070.0,1,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0
267,70,11,1,0,69267.0,1,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1
268,40,9,2,0,31788.0,1,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0
269,48,9,2,1,61905.0,1,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0
270,63,9,1,1,29315.0,0,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0
271,60,10,1,0,33378.0,1,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0
272,60,10,2,1,66313.0,0,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0
273,67,10,1,0,60714.0,0,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1
274,42,9,2,0,77882.0,1,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0
275,37,10,2,0,69867.0,1,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1
276,55,10,2,0,63841.0,0,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0
277,42,10,0,1,24480.0,1,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0
278,47,11,1,1,51369.0,0,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0
279,77,11,1,0,37760.0,1,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0
280,49,9,2,1,65640.0,0,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0
281,48,9,2,1,44319.0,1,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0
282,49,10,1,1,30631.0,0,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0
283,71,10,1,0,75278.0,1,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0
284,67,10,2,1,50898.0,0,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0
285,57,9,1,0,79946.0,1,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0
286,74,10,2,0,35416.0,0,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0
287,39,10,1,0,32414.0,1,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0
288,54,10,1,1,38361.0,0,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0
289,43,11,1,0,82497.0,1,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0
290,52,9,1,1,16626.0,0,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0
291,58,10,1,1,29672.0,1,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0
292,71,11,2,1,55951.0,0,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0
293,35,10,1,0,35388.0,1,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0
294,37,10,2,1,42386.0,1,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0
295,41,10,1,0,68627.0,1,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0
296,58,9,2,0,57912.0,1,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0
297,65,9,1,0,35246.0,0,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0
298,67,10,1,1,58821.0,1,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0
299,45,9,2,1,46377.0,0,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0
300,35,9,1,0,39747.0,1,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0
301,39,10,1,1,23976.0,0,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0
302,62,10,2,0,80950.0,1,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0
303,57,11,1,0,27038.0,0,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1
304,76,9,1,0,77457.0,0,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0
305,59,10,2,1,64100.0,0,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0
306,31,10,2,0,42670.0,1,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0
307,47,9,1,0,12571.0,0,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0
308,56,10,1,1,22574.0,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
309,34,10,1,0,51633.63813405797,0,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0
310,47,10,2,0,70893.0,1,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0
311,57,10,1,1,54198.0,1,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0
312,67,9,2,1,28839.0,0,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0
313,51,10,1,1,40321.0,0,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0
314,38,11,1,0,66503.0,1,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0
315,72,10,1,1,30833.0,1,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0
316,53,10,1,0,51633.63813405797,0,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0
317,52,10,1,1,64795.0,1,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0
318,49,10,1,1,34421.0,0,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0
319,58,9,2,0,47025.0,1,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0
320,62,10,2,0,64325.0,1,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0
321,70,10,1,0,40464.0,0,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0
322,66,10,1,0,62187.0,1,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0
323,47,10,2,0,14849.0,1,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0
324,39,10,1,1,27255.0,1,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0
325,73,10,2,1,54432.0,1,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0
326,37,10,2,0,29999.0,1,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0
327,40,10,1,0,24072.0,0,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0
328,34,10,2,0,33996.0,1,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0
329,67,10,2,1,66334.0,0,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1
330,52,10,2,1,35178.0,1,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1
331,40,10,1,1,22010.0,0,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0
332,63,11,1,0,62204.0,1,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0
333,55,11,1,0,75693.0,1,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1
334,51,11,1,1,30675.0,1,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0
335,58,10,1,0,83003.0,1,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1
336,35,11,1,0,68655.0,0,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0
337,37,10,1,0,41411.0,1,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0
338,54,11,2,1,55212.0,0,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0
339,73,10,2,1,59292.0,0,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0
340,50,10,0,1,27190.0,1,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1
341,71,10,1,0,82623.0,0,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0
342,58,10,1,1,44300.0,0,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0
343,53,9,1,0,84835.0,1,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1
344,52,11,1,0,30372.0,1,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
345,47,9,2,1,33181.0,0,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0
346,66,10,1,1,71113.0,0,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0
347,37,10,1,1,71952.0,0,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0
348,57,10,2,0,69759.0,1,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1
349,49,11,1,0,72099.0,1,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0
350,47,11,2,0,60000.0,0,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0
351,45,10,1,0,38643.0,1,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0
352,68,10,1,1,50737.0,0,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0
353,54,11,2,0,68462.0,1,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0
354,80,10,2,0,65073.0,0,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0
355,75,10,2,1,46681.0,0,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0
356,66,11,1,0,78618.0,0,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0
357,54,9,2,0,62187.0,1,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0
358,45,9,1,1,28442.0,0,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0
359,45,11,2,1,37717.0,1,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0
360,56,11,1,1,51479.0,0,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0
361,54,11,1,0,54803.0,0,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0
362,63,10,1,0,79530.0,0,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0
363,47,10,1,0,31615.0,0,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0
364,61,11,1,0,72025.0,1,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0
365,48,11,2,0,52614.0,0,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
366,39,9,1,1,35684.0,0,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0
367,48,11,1,1,48178.0,0,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0
368,53,10,2,0,29548.0,0,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0
369,57,11,1,0,63810.0,1,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0
370,51,10,2,0,38578.0,1,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1
371,48,11,2,0,46098.0,0,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0
372,53,10,1,0,22585.0,1,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1
373,34,11,1,0,30279.0,1,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
374,62,10,2,1,66426.0,1,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0
375,54,10,1,0,30822.0,0,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0
376,54,10,2,1,33581.0,1,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
377,38,10,1,1,19986.0,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
378,69,11,1,0,27421.0,1,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0
379,50,11,1,1,35688.0,0,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0
380,42,9,2,0,36143.0,1,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0
381,52,10,1,0,10245.0,1,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0
382,55,10,2,1,43795.0,1,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1
383,63,11,1,1,63381.0,0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
384,74,11,1,1,38823.0,0,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0
385,55,10,2,0,83664.0,0,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0
386,44,9,1,0,90300.0,1,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0
387,44,10,2,1,62499.0,1,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0
388,30,9,1,0,74293.0,0,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0
389,77,10,2,0,51012.0,0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0
390,55,9,2,1,70777.0,0,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0
391,32,10,2,0,68682.0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0
392,52,11,1,1,43824.0,1,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0
393,39,11,1,1,15345.0,0,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1
394,36,11,1,0,23442.0,0,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0
395,43,11,1,1,14515.0,0,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1
396,67,10,1,0,31395.0,0,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0
397,58,11,1,0,75276.0,1,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0
398,49,10,1,0,42373.0,0,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0
399,63,10,1,0,30507.0,1,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0
400,68,10,2,0,55521.0,1,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1
401,58,9,1,1,48006.0,0,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0
402,51,11,2,0,27213.0,1,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1
403,52,9,2,0,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0
404,49,10,2,1,30351.0,1,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0
405,60,11,1,1,50437.0,1,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0
406,41,11,1,0,23616.0,0,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1
407,47,11,1,1,53858.0,0,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0
408,68,10,2,1,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0
409,36,11,1,0,46923.0,0,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0
410,61,10,1,1,75072.0,0,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0
411,80,9,2,0,75865.0,0,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0
412,48,10,1,1,19789.0,1,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0
413,29,9,1,0,80134.0,1,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0
414,42,10,1,0,91065.0,1,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1
415,52,10,2,1,49505.0,1,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0
416,50,9,2,1,37401.0,1,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0
417,40,9,1,1,30096.0,1,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0
418,41,9,2,1,18492.0,0,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0
419,49,10,2,0,82584.0,1,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1
420,82,10,2,0,93027.0,0,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0
421,70,10,1,1,48686.0,1,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0
422,37,9,1,0,92910.0,1,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0
423,34,9,1,1,75433.0,1,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0
424,34,9,1,1,10404.0,0,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0
425,55,10,1,1,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0
426,62,10,2,0,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1
427,34,11,1,1,42387.0,1,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0
428,56,10,1,1,67309.0,0,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0
429,59,10,1,1,75236.0,1,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0
430,53,9,1,0,30015.0,1,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
431,67,10,2,1,50943.0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
432,57,10,1,0,67272.0,1,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0
433,74,10,2,0,51529.0,1,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0
434,52,10,2,1,32011.0,0,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0
435,37,10,1,1,7500.0,0,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0
436,34,10,1,1,28691.0,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0
437,75,10,2,1,56223.0,0,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0
438,77,10,1,0,18100.0,1,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0
439,34,11,1,0,30279.0,1,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
440,49,9,1,0,20130.0,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0
441,64,10,1,0,23295.0,0,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0
442,51,10,2,0,42618.0,0,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0
443,59,10,1,0,81246.0,0,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0
444,47,10,1,1,24027.0,1,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0
445,70,10,2,1,55707.0,0,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0
446,68,10,1,0,57959.0,0,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0
447,54,10,1,1,56796.0,1,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
448,52,10,2,0,36230.0,1,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0
449,43,10,1,1,70829.0,0,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0
450,47,11,1,1,65991.0,1,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0
451,51,11,1,1,38988.0,0,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0
452,57,11,1,0,89572.0,1,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1
453,39,10,2,1,42207.0,0,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1
454,71,9,1,1,50300.0,0,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0
455,41,11,1,0,66664.0,0,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0
456,59,9,1,1,60597.0,1,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1
457,74,10,1,0,70165.0,0,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0
458,65,9,2,0,50520.0,1,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0
459,60,9,1,0,80124.0,1,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0
460,48,9,1,1,33183.0,1,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0
461,54,9,2,0,66582.0,0,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0
462,68,10,2,0,75261.0,1,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1
463,53,11,1,0,31880.0,1,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0
464,72,9,1,1,53790.0,0,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0
465,52,11,2,1,49269.0,0,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0
466,48,10,1,1,61456.0,1,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0
467,43,10,1,1,37406.0,1,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1
468,42,11,2,1,56937.0,0,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1
469,45,10,1,1,38415.0,0,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0
470,35,9,1,0,20518.0,0,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0
471,67,10,1,1,62503.0,1,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0
472,51,9,2,0,41644.0,0,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0
473,46,9,2,1,55842.0,1,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0
474,51,11,2,1,62010.0,0,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0
475,46,11,1,1,41124.0,1,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0
476,50,10,2,1,38961.0,0,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0
477,51,10,2,0,37760.0,0,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0
478,49,11,1,0,32233.0,1,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1
479,48,10,1,1,43057.0,1,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0
480,63,11,2,0,83151.0,0,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0
481,59,11,2,0,78825.0,1,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1
482,47,10,2,1,65104.0,1,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0
483,49,10,1,1,60093.0,0,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0
484,54,9,1,1,14045.0,1,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0
485,71,11,1,0,28457.0,0,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0
486,65,11,2,1,78952.0,1,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0
487,47,11,1,0,46310.0,0,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0
488,68,10,1,0,76005.0,0,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0
489,59,10,2,0,58308.0,0,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
490,79,10,2,0,55614.0,0,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0
491,61,10,2,0,59432.0,0,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0
492,45,9,1,0,55563.0,1,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
493,52,10,2,1,78642.0,0,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0
494,74,9,2,1,67911.0,0,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0
495,79,10,1,0,65275.0,1,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0
496,73,11,1,1,27203.0,0,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
497,62,10,2,1,48330.0,1,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0
498,33,11,0,0,24279.0,1,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0
499,38,11,2,1,64355.0,0,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
500,67,10,2,1,50943.0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0
501,70,11,1,0,53653.0,1,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0
502,47,10,1,1,65665.0,0,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
503,34,10,1,0,81217.0,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0
504,31,10,1,0,34935.0,0,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
505,64,11,1,0,61250.0,1,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0
506,42,10,2,1,39665.0,0,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0
507,44,10,1,0,60152.0,1,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0
508,59,10,1,1,48920.0,0,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0
509,64,9,2,0,89120.0,0,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0
510,77,10,2,1,44124.0,0,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0
511,48,10,2,0,81169.0,1,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0
512,62,10,1,1,36443.0,1,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
513,33,10,1,0,26095.0,0,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0
514,64,10,1,0,71367.0,1,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
515,79,9,2,0,80184.0,1,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0
